SaleID,Product,Date,Price,covid_cases
Sale_58,Gift_F,2021-03-01T09:26:00.0,20.0,1.0
Sale_59,Gift_F,2021-03-01T09:36:00.0,20.0,1.0
Sale_60,Gift_G,2021-03-01T09:29:00.0,5.0,1.0
Sale_61,Gift_G,2021-03-01T09:35:00.0,5.0,1.0
Sale_62,Gift_G,2021-03-01T09:02:00.0,5.0,1.0
Sale_63,Gift_G,2021-03-01T09:46:00.0,5.0,1.0
Sale_64,Gift_G,2021-03-01T09:13:00.0,5.0,1.0
Sale_65,Gift_G,2021-03-01T09:18:00.0,5.0,1.0
Sale_66,Gift_G,2021-03-01T09:34:00.0,5.0,1.0
Sale_67,Gift_H,2021-03-01T09:42:00.0,1.0,1.0
Sale_68,Gift_H,2021-03-01T09:59:00.0,1.0,1.0
Sale_69,Gift_H,2021-03-01T09:13:00.0,1.0,1.0
Sale_70,Gift_H,2021-03-01T09:08:00.0,1.0,1.0
Sale_71,Gift_H,2021-03-01T09:38:00.0,1.0,1.0
Sale_72,Gift_H,2021-03-01T09:51:00.0,1.0,1.0
Sale_73,Gift_H,2021-03-01T09:12:00.0,1.0,1.0
Sale_74,Gift_H,2021-03-01T09:31:00.0,1.0,1.0
Sale_75,Gift_H,2021-03-01T09:33:00.0,1.0,1.0
Sale_76,Gift_H,2021-03-01T09:54:00.0,1.0,1.0
Sale_77,Gift_H,2021-03-01T09:54:00.0,1.0,1.0
Sale_78,Gift_H,2021-03-01T09:18:00.0,1.0,1.0
Sale_79,Gift_H,2021-03-01T09:30:00.0,1.0,1.0
Sale_80,Gift_H,2021-03-01T09:38:00.0,1.0,1.0
Sale_81,Gift_H,2021-03-01T09:40:00.0,1.0,1.0
Sale_82,Gift_H,2021-03-01T09:10:00.0,1.0,1.0
Sale_83,Gift_H,2021-03-01T09:36:00.0,1.0,1.0
Sale_84,Gift_I,2021-03-01T09:25:00.0,7.5,1.0
Sale_85,Gift_I,2021-03-01T09:55:00.0,7.5,1.0
Sale_86,Gift_I,2021-03-01T09:50:00.0,7.5,1.0
Sale_87,Gift_I,2021-03-01T09:19:00.0,7.5,1.0
Sale_88,Gift_I,2021-03-01T09:02:00.0,7.5,1.0
Sale_89,Gift_I,2021-03-01T09:47:00.0,7.5,1.0
Sale_90,Gift_I,2021-03-01T09:57:00.0,7.5,1.0
Sale_91,Gift_I,2021-03-01T09:46:00.0,7.5,1.0
Sale_92,Gift_I,2021-03-01T09:58:00.0,7.5,1.0
Sale_93,Gift_I,2021-03-01T09:15:00.0,7.5,1.0
Sale_94,Gift_J,2021-03-01T09:33:00.0,10.0,1.0
Sale_95,Gift_J,2021-03-01T09:42:00.0,10.0,1.0
Sale_96,Gift_J,2021-03-01T09:33:00.0,10.0,1.0
Sale_97,Gift_J,2021-03-01T09:52:00.0,10.0,1.0
Sale_98,Gift_J,2021-03-01T09:31:00.0,10.0,1.0
Sale_99,Gift_J,2021-03-01T09:52:00.0,10.0,1.0
Sale_100,Gift_J,2021-03-01T09:37:00.0,10.0,1.0
Sale_101,Gift_J,2021-03-01T09:05:00.0,10.0,1.0
Sale_102,Gift_J,2021-03-01T09:41:00.0,10.0,1.0
Sale_103,Gift_J,2021-03-01T09:29:00.0,10.0,1.0
Sale_104,Gift_J,2021-03-01T09:24:00.0,10.0,1.0
Sale_105,Gift_J,2021-03-01T09:16:00.0,10.0,1.0
Sale_106,Gift_J,2021-03-01T09:19:00.0,10.0,1.0
Sale_107,Gift_J,2021-03-01T09:32:00.0,10.0,1.0
Sale_108,Gift_J,2021-03-01T09:10:00.0,10.0,1.0
Sale_109,Gift_J,2021-03-01T09:10:00.0,10.0,1.0
Sale_110,Gift_A,2021-03-01T10:26:00.0,10.0,1.0
Sale_111,Gift_B,2021-03-01T10:04:00.0,5.0,1.0
Sale_112,Gift_B,2021-03-01T10:48:00.0,5.0,1.0
Sale_113,Gift_B,2021-03-01T10:24:00.0,5.0,1.0
Sale_114,Gift_B,2021-03-01T10:37:00.0,5.0,1.0
Sale_115,Gift_B,2021-03-01T10:05:00.0,5.0,1.0
Sale_116,Gift_B,2021-03-01T10:10:00.0,5.0,1.0
Sale_117,Gift_B,2021-03-01T10:24:00.0,5.0,1.0
Sale_118,Gift_B,2021-03-01T10:49:00.0,5.0,1.0
Sale_119,Gift_B,2021-03-01T10:17:00.0,5.0,1.0
Sale_120,Gift_B,2021-03-01T10:25:00.0,5.0,1.0
Sale_121,Gift_C,2021-03-01T10:17:00.0,20.0,1.0
Sale_122,Gift_C,2021-03-01T10:57:00.0,20.0,1.0
Sale_123,Gift_C,2021-03-01T10:14:00.0,20.0,1.0
Sale_124,Gift_C,2021-03-01T10:02:00.0,20.0,1.0
Sale_125,Gift_C,2021-03-01T10:40:00.0,20.0,1.0
Sale_126,Gift_C,2021-03-01T10:37:00.0,20.0,1.0
Sale_127,Gift_C,2021-03-01T10:10:00.0,20.0,1.0
Sale_128,Gift_C,2021-03-01T10:10:00.0,20.0,1.0
Sale_129,Gift_C,2021-03-01T10:03:00.0,20.0,1.0
Sale_130,Gift_C,2021-03-01T10:22:00.0,20.0,1.0
Sale_131,Gift_C,2021-03-01T10:52:00.0,20.0,1.0
Sale_132,Gift_C,2021-03-01T10:36:00.0,20.0,1.0
Sale_133,Gift_C,2021-03-01T10:34:00.0,20.0,1.0
Sale_134,Gift_C,2021-03-01T10:27:00.0,20.0,1.0
Sale_135,Gift_D,2021-03-01T10:47:00.0,40.0,1.0
Sale_136,Gift_D,2021-03-01T10:41:00.0,40.0,1.0
Sale_137,Gift_D,2021-03-01T10:50:00.0,40.0,1.0
Sale_138,Gift_D,2021-03-01T10:00:00.0,40.0,1.0
Sale_139,Gift_D,2021-03-01T10:12:00.0,40.0,1.0
Sale_140,Gift_D,2021-03-01T10:03:00.0,40.0,1.0
Sale_141,Gift_D,2021-03-01T10:01:00.0,40.0,1.0
Sale_142,Gift_D,2021-03-01T10:36:00.0,40.0,1.0
Sale_143,Gift_D,2021-03-01T10:33:00.0,40.0,1.0
Sale_144,Gift_D,2021-03-01T10:41:00.0,40.0,1.0
Sale_145,Gift_D,2021-03-01T10:44:00.0,40.0,1.0
Sale_146,Gift_D,2021-03-01T10:17:00.0,40.0,1.0
Sale_147,Gift_D,2021-03-01T10:51:00.0,40.0,1.0
Sale_148,Gift_D,2021-03-01T10:24:00.0,40.0,1.0
Sale_149,Gift_D,2021-03-01T10:14:00.0,40.0,1.0
Sale_150,Gift_D,2021-03-01T10:09:00.0,40.0,1.0
Sale_151,Gift_D,2021-03-01T10:14:00.0,40.0,1.0
Sale_152,Gift_D,2021-03-01T10:47:00.0,40.0,1.0
Sale_153,Gift_E,2021-03-01T10:32:00.0,10.0,1.0
Sale_154,Gift_E,2021-03-01T10:02:00.0,10.0,1.0
Sale_155,Gift_E,2021-03-01T10:52:00.0,10.0,1.0
Sale_156,Gift_E,2021-03-01T10:22:00.0,10.0,1.0
Sale_157,Gift_E,2021-03-01T10:41:00.0,10.0,1.0
Sale_158,Gift_E,2021-03-01T10:25:00.0,10.0,1.0
Sale_159,Gift_E,2021-03-01T10:04:00.0,10.0,1.0
Sale_160,Gift_E,2021-03-01T10:56:00.0,10.0,1.0
Sale_161,Gift_E,2021-03-01T10:56:00.0,10.0,1.0
Sale_162,Gift_E,2021-03-01T10:28:00.0,10.0,1.0
Sale_163,Gift_E,2021-03-01T10:22:00.0,10.0,1.0
Sale_164,Gift_F,2021-03-01T10:05:00.0,20.0,1.0
Sale_165,Gift_F,2021-03-01T10:01:00.0,20.0,1.0
Sale_166,Gift_F,2021-03-01T10:07:00.0,20.0,1.0
Sale_167,Gift_F,2021-03-01T10:11:00.0,20.0,1.0
Sale_168,Gift_F,2021-03-01T10:58:00.0,20.0,1.0
Sale_169,Gift_F,2021-03-01T10:54:00.0,20.0,1.0
Sale_170,Gift_G,2021-03-01T10:28:00.0,5.0,1.0
Sale_171,Gift_G,2021-03-01T10:37:00.0,5.0,1.0
Sale_172,Gift_G,2021-03-01T10:29:00.0,5.0,1.0
Sale_173,Gift_G,2021-03-01T10:46:00.0,5.0,1.0
Sale_174,Gift_G,2021-03-01T10:10:00.0,5.0,1.0
Sale_175,Gift_G,2021-03-01T10:34:00.0,5.0,1.0
Sale_176,Gift_G,2021-03-01T10:26:00.0,5.0,1.0
Sale_177,Gift_H,2021-03-01T10:23:00.0,1.0,1.0
Sale_178,Gift_H,2021-03-01T10:18:00.0,1.0,1.0
Sale_179,Gift_H,2021-03-01T10:44:00.0,1.0,1.0
Sale_180,Gift_H,2021-03-01T10:27:00.0,1.0,1.0
Sale_181,Gift_H,2021-03-01T10:12:00.0,1.0,1.0
Sale_182,Gift_H,2021-03-01T10:40:00.0,1.0,1.0
Sale_183,Gift_H,2021-03-01T10:43:00.0,1.0,1.0
Sale_184,Gift_H,2021-03-01T10:08:00.0,1.0,1.0
Sale_185,Gift_H,2021-03-01T10:15:00.0,1.0,1.0
Sale_186,Gift_H,2021-03-01T10:55:00.0,1.0,1.0
Sale_187,Gift_H,2021-03-01T10:11:00.0,1.0,1.0
Sale_188,Gift_H,2021-03-01T10:18:00.0,1.0,1.0
Sale_189,Gift_H,2021-03-01T10:24:00.0,1.0,1.0
Sale_190,Gift_H,2021-03-01T10:13:00.0,1.0,1.0
Sale_191,Gift_H,2021-03-01T10:01:00.0,1.0,1.0
Sale_192,Gift_H,2021-03-01T10:17:00.0,1.0,1.0
Sale_193,Gift_H,2021-03-01T10:17:00.0,1.0,1.0
Sale_194,Gift_I,2021-03-01T10:51:00.0,7.5,1.0
Sale_195,Gift_I,2021-03-01T10:20:00.0,7.5,1.0
Sale_196,Gift_I,2021-03-01T10:03:00.0,7.5,1.0
Sale_197,Gift_I,2021-03-01T10:04:00.0,7.5,1.0
Sale_198,Gift_I,2021-03-01T10:32:00.0,7.5,1.0
Sale_199,Gift_I,2021-03-01T10:49:00.0,7.5,1.0
Sale_200,Gift_I,2021-03-01T10:26:00.0,7.5,1.0
Sale_201,Gift_I,2021-03-01T10:45:00.0,7.5,1.0
Sale_202,Gift_I,2021-03-01T10:07:00.0,7.5,1.0
Sale_203,Gift_I,2021-03-01T10:16:00.0,7.5,1.0
Sale_204,Gift_J,2021-03-01T10:37:00.0,10.0,1.0
Sale_205,Gift_J,2021-03-01T10:15:00.0,10.0,1.0
Sale_206,Gift_J,2021-03-01T10:46:00.0,10.0,1.0
Sale_207,Gift_J,2021-03-01T10:00:00.0,10.0,1.0
Sale_208,Gift_J,2021-03-01T10:06:00.0,10.0,1.0
Sale_209,Gift_J,2021-03-01T10:13:00.0,10.0,1.0
Sale_210,Gift_J,2021-03-01T10:59:00.0,10.0,1.0
Sale_211,Gift_J,2021-03-01T10:55:00.0,10.0,1.0
Sale_212,Gift_J,2021-03-01T10:52:00.0,10.0,1.0
Sale_213,Gift_J,2021-03-01T10:23:00.0,10.0,1.0
Sale_214,Gift_J,2021-03-01T10:05:00.0,10.0,1.0
Sale_215,Gift_J,2021-03-01T10:14:00.0,10.0,1.0
Sale_216,Gift_J,2021-03-01T10:42:00.0,10.0,1.0
Sale_217,Gift_J,2021-03-01T10:17:00.0,10.0,1.0
Sale_218,Gift_J,2021-03-01T10:36:00.0,10.0,1.0
Sale_219,Gift_J,2021-03-01T10:27:00.0,10.0,1.0
Sale_220,Gift_A,2021-03-01T11:45:00.0,10.0,1.0
Sale_221,Gift_B,2021-03-01T11:26:00.0,5.0,1.0
Sale_222,Gift_B,2021-03-01T11:34:00.0,5.0,1.0
Sale_223,Gift_B,2021-03-01T11:36:00.0,5.0,1.0
Sale_224,Gift_B,2021-03-01T11:23:00.0,5.0,1.0
Sale_225,Gift_B,2021-03-01T11:18:00.0,5.0,1.0
Sale_226,Gift_B,2021-03-01T11:11:00.0,5.0,1.0
Sale_227,Gift_B,2021-03-01T11:37:00.0,5.0,1.0
Sale_228,Gift_B,2021-03-01T11:19:00.0,5.0,1.0
Sale_229,Gift_B,2021-03-01T11:46:00.0,5.0,1.0
Sale_230,Gift_B,2021-03-01T11:27:00.0,5.0,1.0
Sale_231,Gift_C,2021-03-01T11:09:00.0,20.0,1.0
Sale_232,Gift_C,2021-03-01T11:46:00.0,20.0,1.0
Sale_233,Gift_C,2021-03-01T11:17:00.0,20.0,1.0
Sale_234,Gift_C,2021-03-01T11:14:00.0,20.0,1.0
Sale_235,Gift_C,2021-03-01T11:40:00.0,20.0,1.0
Sale_236,Gift_C,2021-03-01T11:46:00.0,20.0,1.0
Sale_237,Gift_C,2021-03-01T11:06:00.0,20.0,1.0
Sale_238,Gift_C,2021-03-01T11:09:00.0,20.0,1.0
Sale_239,Gift_C,2021-03-01T11:15:00.0,20.0,1.0
Sale_240,Gift_C,2021-03-01T11:53:00.0,20.0,1.0
Sale_241,Gift_C,2021-03-01T11:37:00.0,20.0,1.0
Sale_242,Gift_C,2021-03-01T11:18:00.0,20.0,1.0
Sale_243,Gift_C,2021-03-01T11:14:00.0,20.0,1.0
Sale_244,Gift_C,2021-03-01T11:05:00.0,20.0,1.0
Sale_245,Gift_D,2021-03-01T11:08:00.0,40.0,1.0
Sale_246,Gift_D,2021-03-01T11:43:00.0,40.0,1.0
Sale_247,Gift_D,2021-03-01T11:21:00.0,40.0,1.0
Sale_248,Gift_D,2021-03-01T11:46:00.0,40.0,1.0
Sale_249,Gift_D,2021-03-01T11:54:00.0,40.0,1.0
Sale_250,Gift_D,2021-03-01T11:18:00.0,40.0,1.0
Sale_251,Gift_D,2021-03-01T11:11:00.0,40.0,1.0
Sale_252,Gift_D,2021-03-01T11:06:00.0,40.0,1.0
Sale_253,Gift_D,2021-03-01T11:38:00.0,40.0,1.0
Sale_254,Gift_D,2021-03-01T11:39:00.0,40.0,1.0
Sale_255,Gift_D,2021-03-01T11:00:00.0,40.0,1.0
Sale_256,Gift_D,2021-03-01T11:19:00.0,40.0,1.0
Sale_257,Gift_D,2021-03-01T11:46:00.0,40.0,1.0
Sale_258,Gift_D,2021-03-01T11:48:00.0,40.0,1.0
Sale_259,Gift_D,2021-03-01T11:46:00.0,40.0,1.0
Sale_260,Gift_D,2021-03-01T11:31:00.0,40.0,1.0
Sale_261,Gift_D,2021-03-01T11:26:00.0,40.0,1.0
Sale_262,Gift_D,2021-03-01T11:21:00.0,40.0,1.0
Sale_263,Gift_E,2021-03-01T11:14:00.0,10.0,1.0
Sale_264,Gift_E,2021-03-01T11:05:00.0,10.0,1.0
Sale_265,Gift_E,2021-03-01T11:04:00.0,10.0,1.0
Sale_266,Gift_E,2021-03-01T11:30:00.0,10.0,1.0
Sale_267,Gift_E,2021-03-01T11:21:00.0,10.0,1.0
Sale_268,Gift_E,2021-03-01T11:36:00.0,10.0,1.0
Sale_269,Gift_E,2021-03-01T11:39:00.0,10.0,1.0
Sale_270,Gift_E,2021-03-01T11:55:00.0,10.0,1.0
Sale_271,Gift_E,2021-03-01T11:30:00.0,10.0,1.0
Sale_272,Gift_E,2021-03-01T11:00:00.0,10.0,1.0
Sale_273,Gift_E,2021-03-01T11:46:00.0,10.0,1.0
Sale_274,Gift_F,2021-03-01T11:33:00.0,20.0,1.0
Sale_275,Gift_F,2021-03-01T11:13:00.0,20.0,1.0
Sale_276,Gift_F,2021-03-01T11:28:00.0,20.0,1.0
Sale_277,Gift_F,2021-03-01T11:46:00.0,20.0,1.0
Sale_278,Gift_F,2021-03-01T11:30:00.0,20.0,1.0
Sale_279,Gift_F,2021-03-01T11:47:00.0,20.0,1.0
Sale_280,Gift_G,2021-03-01T11:17:00.0,5.0,1.0
Sale_281,Gift_G,2021-03-01T11:43:00.0,5.0,1.0
Sale_282,Gift_G,2021-03-01T11:32:00.0,5.0,1.0
Sale_283,Gift_G,2021-03-01T11:19:00.0,5.0,1.0
Sale_284,Gift_G,2021-03-01T11:01:00.0,5.0,1.0
Sale_285,Gift_G,2021-03-01T11:29:00.0,5.0,1.0
Sale_286,Gift_G,2021-03-01T11:05:00.0,5.0,1.0
Sale_287,Gift_H,2021-03-01T11:29:00.0,1.0,1.0
Sale_288,Gift_H,2021-03-01T11:43:00.0,1.0,1.0
Sale_289,Gift_H,2021-03-01T11:37:00.0,1.0,1.0
Sale_290,Gift_H,2021-03-01T11:02:00.0,1.0,1.0
Sale_291,Gift_H,2021-03-01T11:37:00.0,1.0,1.0
Sale_292,Gift_H,2021-03-01T11:48:00.0,1.0,1.0
Sale_293,Gift_H,2021-03-01T11:15:00.0,1.0,1.0
Sale_294,Gift_H,2021-03-01T11:40:00.0,1.0,1.0
Sale_295,Gift_H,2021-03-01T11:20:00.0,1.0,1.0
Sale_296,Gift_H,2021-03-01T11:26:00.0,1.0,1.0
Sale_297,Gift_H,2021-03-01T11:32:00.0,1.0,1.0
Sale_298,Gift_H,2021-03-01T11:27:00.0,1.0,1.0
Sale_299,Gift_H,2021-03-01T11:58:00.0,1.0,1.0
Sale_300,Gift_H,2021-03-01T11:32:00.0,1.0,1.0
Sale_301,Gift_H,2021-03-01T11:47:00.0,1.0,1.0
Sale_302,Gift_H,2021-03-01T11:41:00.0,1.0,1.0
Sale_303,Gift_H,2021-03-01T11:29:00.0,1.0,1.0
Sale_304,Gift_I,2021-03-01T11:39:00.0,7.5,1.0
Sale_305,Gift_I,2021-03-01T11:08:00.0,7.5,1.0
Sale_306,Gift_I,2021-03-01T11:01:00.0,7.5,1.0
Sale_307,Gift_I,2021-03-01T11:22:00.0,7.5,1.0
Sale_308,Gift_I,2021-03-01T11:21:00.0,7.5,1.0
Sale_309,Gift_I,2021-03-01T11:17:00.0,7.5,1.0
Sale_310,Gift_I,2021-03-01T11:34:00.0,7.5,1.0
Sale_311,Gift_I,2021-03-01T11:51:00.0,7.5,1.0
Sale_312,Gift_I,2021-03-01T11:38:00.0,7.5,1.0
Sale_313,Gift_I,2021-03-01T11:41:00.0,7.5,1.0
Sale_314,Gift_J,2021-03-01T11:17:00.0,10.0,1.0
Sale_315,Gift_J,2021-03-01T11:13:00.0,10.0,1.0
Sale_316,Gift_J,2021-03-01T11:25:00.0,10.0,1.0
Sale_317,Gift_J,2021-03-01T11:42:00.0,10.0,1.0
Sale_318,Gift_J,2021-03-01T11:07:00.0,10.0,1.0
Sale_319,Gift_J,2021-03-01T11:14:00.0,10.0,1.0
Sale_320,Gift_J,2021-03-01T11:58:00.0,10.0,1.0
Sale_321,Gift_J,2021-03-01T11:47:00.0,10.0,1.0
Sale_322,Gift_J,2021-03-01T11:24:00.0,10.0,1.0
Sale_323,Gift_J,2021-03-01T11:45:00.0,10.0,1.0
Sale_324,Gift_J,2021-03-01T11:50:00.0,10.0,1.0
Sale_325,Gift_J,2021-03-01T11:33:00.0,10.0,1.0
Sale_326,Gift_J,2021-03-01T11:19:00.0,10.0,1.0
Sale_327,Gift_J,2021-03-01T11:28:00.0,10.0,1.0
Sale_328,Gift_J,2021-03-01T11:23:00.0,10.0,1.0
Sale_329,Gift_J,2021-03-01T11:36:00.0,10.0,1.0
Sale_330,Gift_A,2021-03-01T12:36:00.0,10.0,1.0
Sale_331,Gift_B,2021-03-01T12:36:00.0,5.0,1.0
Sale_332,Gift_B,2021-03-01T12:26:00.0,5.0,1.0
Sale_333,Gift_B,2021-03-01T12:49:00.0,5.0,1.0
Sale_334,Gift_B,2021-03-01T12:54:00.0,5.0,1.0
Sale_335,Gift_B,2021-03-01T12:28:00.0,5.0,1.0
Sale_336,Gift_B,2021-03-01T12:44:00.0,5.0,1.0
Sale_337,Gift_B,2021-03-01T12:21:00.0,5.0,1.0
Sale_338,Gift_B,2021-03-01T12:48:00.0,5.0,1.0
Sale_339,Gift_B,2021-03-01T12:50:00.0,5.0,1.0
Sale_340,Gift_B,2021-03-01T12:33:00.0,5.0,1.0
Sale_341,Gift_C,2021-03-01T12:47:00.0,20.0,1.0
Sale_342,Gift_C,2021-03-01T12:40:00.0,20.0,1.0
Sale_343,Gift_C,2021-03-01T12:31:00.0,20.0,1.0
Sale_344,Gift_C,2021-03-01T12:26:00.0,20.0,1.0
Sale_345,Gift_C,2021-03-01T12:48:00.0,20.0,1.0
Sale_346,Gift_C,2021-03-01T12:19:00.0,20.0,1.0
Sale_347,Gift_C,2021-03-01T12:48:00.0,20.0,1.0
Sale_348,Gift_C,2021-03-01T12:00:00.0,20.0,1.0
Sale_349,Gift_C,2021-03-01T12:28:00.0,20.0,1.0
Sale_350,Gift_C,2021-03-01T12:57:00.0,20.0,1.0
Sale_351,Gift_C,2021-03-01T12:44:00.0,20.0,1.0
Sale_352,Gift_C,2021-03-01T12:58:00.0,20.0,1.0
Sale_353,Gift_C,2021-03-01T12:37:00.0,20.0,1.0
Sale_354,Gift_C,2021-03-01T12:41:00.0,20.0,1.0
Sale_355,Gift_D,2021-03-01T12:19:00.0,40.0,1.0
Sale_356,Gift_D,2021-03-01T12:01:00.0,40.0,1.0
Sale_357,Gift_D,2021-03-01T12:02:00.0,40.0,1.0
Sale_358,Gift_D,2021-03-01T12:45:00.0,40.0,1.0
Sale_359,Gift_D,2021-03-01T12:14:00.0,40.0,1.0
Sale_360,Gift_D,2021-03-01T12:11:00.0,40.0,1.0
Sale_361,Gift_D,2021-03-01T12:33:00.0,40.0,1.0
Sale_362,Gift_D,2021-03-01T12:07:00.0,40.0,1.0
Sale_363,Gift_D,2021-03-01T12:19:00.0,40.0,1.0
Sale_364,Gift_D,2021-03-01T12:40:00.0,40.0,1.0
Sale_365,Gift_D,2021-03-01T12:25:00.0,40.0,1.0
Sale_366,Gift_D,2021-03-01T12:44:00.0,40.0,1.0
Sale_367,Gift_D,2021-03-01T12:32:00.0,40.0,1.0
Sale_368,Gift_D,2021-03-01T12:42:00.0,40.0,1.0
Sale_369,Gift_D,2021-03-01T12:02:00.0,40.0,1.0
Sale_370,Gift_D,2021-03-01T12:40:00.0,40.0,1.0
Sale_371,Gift_D,2021-03-01T12:58:00.0,40.0,1.0
Sale_372,Gift_D,2021-03-01T12:36:00.0,40.0,1.0
Sale_373,Gift_E,2021-03-01T12:54:00.0,10.0,1.0
Sale_374,Gift_E,2021-03-01T12:55:00.0,10.0,1.0
Sale_375,Gift_E,2021-03-01T12:01:00.0,10.0,1.0
Sale_376,Gift_E,2021-03-01T12:43:00.0,10.0,1.0
Sale_377,Gift_E,2021-03-01T12:53:00.0,10.0,1.0
Sale_378,Gift_E,2021-03-01T12:41:00.0,10.0,1.0
Sale_379,Gift_E,2021-03-01T12:59:00.0,10.0,1.0
Sale_380,Gift_E,2021-03-01T12:16:00.0,10.0,1.0
Sale_381,Gift_E,2021-03-01T12:44:00.0,10.0,1.0
Sale_382,Gift_E,2021-03-01T12:43:00.0,10.0,1.0
Sale_383,Gift_E,2021-03-01T12:18:00.0,10.0,1.0
Sale_384,Gift_F,2021-03-01T12:31:00.0,20.0,1.0
Sale_385,Gift_F,2021-03-01T12:23:00.0,20.0,1.0
Sale_386,Gift_F,2021-03-01T12:46:00.0,20.0,1.0
Sale_387,Gift_F,2021-03-01T12:22:00.0,20.0,1.0
Sale_388,Gift_F,2021-03-01T12:52:00.0,20.0,1.0
Sale_389,Gift_F,2021-03-01T12:03:00.0,20.0,1.0
Sale_390,Gift_G,2021-03-01T12:53:00.0,5.0,1.0
Sale_391,Gift_G,2021-03-01T12:50:00.0,5.0,1.0
Sale_392,Gift_G,2021-03-01T12:20:00.0,5.0,1.0
Sale_393,Gift_G,2021-03-01T12:09:00.0,5.0,1.0
Sale_394,Gift_G,2021-03-01T12:53:00.0,5.0,1.0
Sale_395,Gift_G,2021-03-01T12:42:00.0,5.0,1.0
Sale_396,Gift_G,2021-03-01T12:36:00.0,5.0,1.0
Sale_397,Gift_H,2021-03-01T12:24:00.0,1.0,1.0
Sale_398,Gift_H,2021-03-01T12:48:00.0,1.0,1.0
