ID,Queue,ArrivalTime,ServiceTime,Duration,StaffID,Predict
Work_Item_31,Queue_1,2021-01-01T07:29:33Z,2021-01-01T07:29:33Z,1503.7977852566207,staff_b,false
Work_Item_32,Queue_1,2021-01-01T07:59:20Z,2021-01-01T07:59:20Z,1519.2674355953843,staff_a,false
Work_Item_33,Queue_1,2021-01-01T08:00:00Z,2021-01-01T08:00:00Z,1697.4580008548928,staff_a,false
Work_Item_34,Queue_1,2021-01-01T08:11:47Z,2021-01-01T08:11:47Z,1838.3679268757578,staff_a,false
Work_Item_35,Queue_1,2021-01-01T08:13:26Z,2021-01-01T08:13:26Z,1187.8243060775799,staff_g,false
Work_Item_36,Queue_1,2021-01-01T09:00:59Z,2021-01-01T09:00:59Z,1242.7686616039632,staff_g,false
Work_Item_37,Queue_1,2021-01-01T09:02:28Z,2021-01-01T09:02:28Z,1928.8375358687297,staff_b,false
Work_Item_38,Queue_1,2021-01-01T09:19:41Z,2021-01-01T09:19:41Z,1450.0095149779834,staff_g,false
Work_Item_39,Queue_1,2021-01-01T09:40:45Z,2021-01-01T09:40:45Z,1636.1680550432968,staff_b,false
Work_Item_40,Queue_1,2021-01-01T09:41:17Z,2021-01-01T09:41:17Z,1692.8052383662503,staff_a,false
Work_Item_41,Queue_1,2021-01-01T09:53:34Z,2021-01-01T09:53:34Z,957.0696046268331,staff_g,false
Work_Item_42,Queue_1,2021-01-01T10:09:26Z,2021-01-01T10:09:26Z,1627.5637025814601,staff_a,false
Work_Item_43,Queue_1,2021-01-01T10:12:46Z,2021-01-01T10:12:46Z,1220.5531560500267,staff_g,false
Work_Item_44,Queue_1,2021-01-01T10:15:41Z,2021-01-01T10:15:41Z,943.2580128356667,staff_g,false
Work_Item_45,Queue_1,2021-01-01T10:17:57Z,2021-01-01T10:17:57Z,1069.6343307245693,staff_g,false
Work_Item_46,Queue_1,2021-01-01T10:23:08Z,2021-01-01T10:23:08Z,1536.7893743673026,staff_a,false
Work_Item_47,Queue_1,2021-01-01T10:38:23Z,2021-01-01T10:38:23Z,1515.4580669858954,staff_b,false
Work_Item_48,Queue_1,2021-01-01T11:01:39Z,2021-01-01T11:01:39Z,1783.9690311861114,staff_b,false
Work_Item_49,Queue_1,2021-01-01T11:02:42Z,2021-01-01T11:02:42Z,1073.5257464232855,staff_i,false
Work_Item_50,Queue_1,2021-01-01T11:28:40Z,2021-01-01T11:28:40Z,2055.6482862965368,staff_a,false
Work_Item_51,Queue_1,2021-01-01T11:41:53Z,2021-01-01T11:41:53Z,1714.7991227728246,staff_b,false
Work_Item_52,Queue_1,2021-01-01T11:43:32Z,2021-01-01T11:43:32Z,1171.4358844825476,staff_i,false
Work_Item_53,Queue_1,2021-01-01T12:07:48Z,2021-01-01T12:07:48Z,2044.650175119027,staff_b,false
Work_Item_54,Queue_1,2021-01-01T13:00:34Z,2021-01-01T13:00:34Z,1028.6440630007648,staff_h,false
Work_Item_55,Queue_1,2021-01-01T13:03:37Z,2021-01-01T13:03:37Z,1084.7573496523203,staff_i,false
Work_Item_56,Queue_1,2021-01-01T13:24:29Z,2021-01-01T13:24:29Z,1118.248022996895,staff_i,false
Work_Item_57,Queue_1,2021-01-01T13:33:44Z,2021-01-01T13:33:44Z,1906.1747952304243,staff_b,false
Work_Item_58,Queue_1,2021-01-01T14:13:48Z,2021-01-01T14:13:48Z,1135.4224940560737,staff_h,false
Work_Item_59,Queue_1,2021-01-01T14:14:40Z,2021-01-01T14:14:40Z,1465.5387496950755,staff_g,false
Work_Item_60,Queue_1,2021-01-01T14:41:41Z,2021-01-01T14:41:41Z,1943.9233116740884,staff_a,false
Work_Item_61,Queue_1,2021-01-01T15:11:40Z,2021-01-01T15:11:40Z,1202.0875400886375,staff_g,false
Work_Item_62,Queue_1,2021-01-01T15:12:39Z,2021-01-01T15:12:39Z,1337.1223609058177,staff_h,false
Work_Item_63,Queue_1,2021-01-01T15:25:35Z,2021-01-01T15:25:35Z,1209.013464003212,staff_h,false
Work_Item_64,Queue_1,2021-01-01T15:39:39Z,2021-01-01T15:39:39Z,1923.2992226377241,staff_b,false
Work_Item_65,Queue_1,2021-01-01T15:50:37Z,2021-01-01T15:50:37Z,1898.646594168519,staff_b,false
Work_Item_66,Queue_1,2021-01-01T16:03:49Z,2021-01-01T16:03:49Z,1117.0556173151235,staff_g,false
Work_Item_67,Queue_1,2021-01-01T16:09:06Z,2021-01-01T16:09:06Z,946.9885426013986,staff_h,false
Work_Item_68,Queue_1,2021-01-01T16:45:02Z,2021-01-01T16:45:02Z,1734.6303700120907,staff_b,false
Work_Item_69,Queue_1,2021-01-01T16:50:30Z,2021-01-01T16:50:30Z,1814.247864890941,staff_b,false
Work_Item_70,Queue_1,2021-01-01T16:58:16Z,2021-01-01T16:58:16Z,1953.3440393155415,staff_a,false
Work_Item_71,Queue_1,2021-01-01T17:12:13Z,2021-01-01T17:12:13Z,1122.467544339317,staff_h,false
Work_Item_72,Queue_1,2021-01-01T17:18:03Z,2021-01-01T17:18:03Z,1350.233632339314,staff_h,false
Work_Item_73,Queue_1,2021-01-01T17:19:23Z,2021-01-01T17:19:23Z,1458.6605133102687,staff_h,false
Work_Item_74,Queue_1,2021-01-01T17:42:49Z,2021-01-01T17:42:49Z,1393.3742274705833,staff_h,false
Work_Item_75,Queue_1,2021-01-01T17:57:23Z,2021-01-01T17:57:23Z,1690.4082803020979,staff_b,false
Work_Item_76,Queue_1,2021-01-01T17:58:38Z,2021-01-01T17:58:38Z,1748.1124205502233,staff_a,false
Work_Item_77,Queue_1,2021-01-01T17:59:05Z,2021-01-01T17:59:05Z,1227.5076896298303,staff_h,false
Work_Item_78,Queue_1,2021-01-01T18:11:16Z,2021-01-01T18:11:16Z,1860.501898459128,staff_a,false
Work_Item_79,Queue_1,2021-01-01T18:20:36Z,2021-01-01T18:20:36Z,1131.1096032380062,staff_g,false
Work_Item_80,Queue_1,2021-01-01T18:26:11Z,2021-01-01T18:26:11Z,1274.7389211742643,staff_h,false
Work_Item_81,Queue_1,2021-01-01T18:34:11Z,2021-01-01T18:34:11Z,2068.1684638964,staff_a,false
Work_Item_82,Queue_1,2021-01-01T18:51:15Z,2021-01-01T18:51:15Z,1550.905100450386,staff_a,false
Work_Item_83,Queue_1,2021-01-01T19:06:45Z,2021-01-01T19:06:45Z,1634.9272371670663,staff_a,false
Work_Item_84,Queue_1,2021-01-01T19:06:51Z,2021-01-01T19:06:51Z,1707.5395105497494,staff_b,false
Work_Item_85,Queue_1,2021-01-01T19:19:05Z,2021-01-01T19:19:05Z,1942.1878184269574,staff_b,false
Work_Item_86,Queue_1,2021-01-01T19:31:13Z,2021-01-01T19:31:13Z,1233.8526802516603,staff_h,false
Work_Item_87,Queue_1,2021-01-01T20:03:20Z,2021-01-01T20:03:20Z,1832.9264145491202,staff_b,false
Work_Item_88,Queue_1,2021-01-01T20:18:54Z,2021-01-01T20:18:54Z,1806.8314966659643,staff_a,false
Work_Item_89,Queue_1,2021-01-01T20:28:41Z,2021-01-01T20:28:41Z,1204.7690281697162,staff_g,false
Work_Item_90,Queue_1,2021-01-01T20:38:04Z,2021-01-01T20:38:04Z,1120.7953238385123,staff_h,false
Work_Item_91,Queue_1,2021-01-01T20:38:31Z,2021-01-01T20:38:31Z,1242.1176211861687,staff_g,false
Work_Item_92,Queue_1,2021-01-01T20:38:58Z,2021-01-01T20:38:58Z,1057.2580961399942,staff_g,false
Work_Item_93,Queue_1,2021-01-01T20:45:45Z,2021-01-01T20:45:45Z,1201.1823679968757,staff_h,false
Work_Item_94,Queue_1,2021-01-01T20:49:03Z,2021-01-01T20:49:03Z,1317.9850460612286,staff_h,false
Work_Item_95,Queue_1,2021-01-01T20:50:01Z,2021-01-01T20:50:01Z,1999.170774392533,staff_b,false
Work_Item_96,Queue_1,2021-01-01T20:59:39Z,2021-01-01T20:59:39Z,1820.6429779080158,staff_a,false
Work_Item_97,Queue_1,2021-01-01T21:04:22Z,2021-01-01T21:04:22Z,1014.517670461026,staff_g,false
Work_Item_98,Queue_1,2021-01-01T21:12:53Z,2021-01-01T21:12:53Z,1536.8625406594929,staff_b,false
Work_Item_99,Queue_1,2021-01-01T21:14:48Z,2021-01-01T21:14:48Z,1862.0208082596916,staff_a,false
Work_Item_100,Queue_1,2021-01-01T21:23:03Z,2021-01-01T21:23:03Z,1619.7891899261895,staff_b,false
Work_Item_101,Queue_1,2021-01-01T21:26:16Z,2021-01-01T21:26:16Z,1181.6220060940893,staff_h,false
Work_Item_102,Queue_1,2021-01-01T21:26:39Z,2021-01-01T21:26:39Z,1832.2748557347077,staff_b,false
Work_Item_103,Queue_1,2021-01-01T21:35:50Z,2021-01-01T21:35:50Z,1786.0349550586698,staff_a,false
Work_Item_104,Queue_1,2021-01-01T21:54:24Z,2021-01-01T21:54:24Z,1871.1862691580277,staff_b,false
Work_Item_105,Queue_1,2021-01-01T22:01:35Z,2021-01-01T22:01:35Z,1128.6028935155484,staff_g,false
Work_Item_106,Queue_1,2021-01-01T22:02:41Z,2021-01-01T22:02:41Z,1113.660724332141,staff_g,false
Work_Item_107,Queue_1,2021-01-01T22:17:44Z,2021-01-01T22:17:44Z,1255.3677844672375,staff_g,false
Work_Item_108,Queue_1,2021-01-01T22:23:21Z,2021-01-01T22:23:21Z,1540.7343901504835,staff_a,false
Work_Item_109,Queue_1,2021-01-01T22:26:21Z,2021-01-01T22:26:21Z,1189.611141364377,staff_h,false
Work_Item_110,Queue_1,2021-01-01T22:30:20Z,2021-01-01T22:30:20Z,1860.048502587025,staff_b,false
Work_Item_111,Queue_1,2021-01-01T22:47:22Z,2021-01-01T22:47:22Z,1083.5914080250566,staff_g,false
Work_Item_112,Queue_1,2021-01-01T23:01:51Z,2021-01-01T23:01:51Z,1263.4845990438605,staff_h,false
Work_Item_113,Queue_1,2021-01-01T23:04:14Z,2021-01-01T23:04:14Z,1802.571871040696,staff_a,false
Work_Item_114,Queue_1,2021-01-01T23:36:18Z,2021-01-01T23:36:18Z,1899.2639197324966,staff_a,false
Work_Item_115,Queue_1,2021-01-01T23:44:26Z,2021-01-01T23:44:26Z,1812.9439956730232,staff_b,false
Work_Item_116,Queue_1,2021-01-01T23:47:58Z,2021-01-01T23:47:58Z,1470.7535790591921,staff_g,false
Work_Item_117,Queue_1,2021-01-01T23:53:22Z,2021-01-01T23:53:22Z,1146.0268871725762,staff_h,false
Work_Item_118,Queue_1,2021-01-01T23:56:59Z,2021-01-01T23:56:59Z,1192.7491570942473,staff_g,false
Work_Item_119,Queue_1,2021-01-02T00:15:46Z,2021-01-02T00:15:46Z,1150.1901870485103,staff_g,true
Work_Item_120,Queue_1,2021-01-02T00:15:46Z,2021-01-02T00:15:46Z,1757.191792611492,staff_b,true
Work_Item_121,Queue_1,2021-01-02T00:15:46Z,2021-01-02T00:15:46Z,942.985028804414,staff_h,true
Work_Item_122,Queue_1,2021-01-02T00:15:46Z,2021-01-02T00:15:46Z,1623.0256138473114,staff_a,true
Work_Item_123,Queue_1,2021-01-02T00:15:46Z,2021-01-02T00:31:29Z,1873.2436275231812,staff_b,true
Work_Item_124,Queue_1,2021-01-02T00:15:46Z,2021-01-02T00:31:29Z,1743.4836634403378,staff_a,true
Work_Item_125,Queue_1,2021-01-02T00:15:46Z,2021-01-02T00:31:29Z,1267.6894109544448,staff_h,true
Work_Item_126,Queue_1,2021-01-02T00:15:46Z,2021-01-02T00:31:29Z,1359.9612608626462,staff_g,true
Work_Item_127,Queue_1,2021-01-02T00:15:46Z,2021-01-02T00:52:37Z,1795.4816374861027,staff_b,true
Work_Item_128,Queue_1,2021-01-02T00:15:46Z,2021-01-02T00:52:37Z,1079.5145787422016,staff_h,true
Work_Item_129,Queue_1,2021-01-02T00:15:46Z,2021-01-02T00:52:37Z,1897.1349708003543,staff_a,true
Work_Item_130,Queue_1,2021-01-02T00:15:46Z,2021-01-02T00:52:37Z,1375.7975340840023,staff_g,true
Work_Item_131,Queue_1,2021-01-02T00:15:46Z,2021-01-02T01:10:37Z,1888.503664203361,staff_b,true
Work_Item_132,Queue_1,2021-01-02T00:15:46Z,2021-01-02T01:10:37Z,1773.7526170434103,staff_a,true
Work_Item_133,Queue_1,2021-01-02T00:15:46Z,2021-01-02T01:10:37Z,1067.8082397227658,staff_g,true
Work_Item_134,Queue_1,2021-01-02T00:15:46Z,2021-01-02T01:10:37Z,1171.8859852025655,staff_h,true
Work_Item_135,Queue_1,2021-01-02T00:15:46Z,2021-01-02T01:28:25Z,1626.2344275476241,staff_b,true
Work_Item_136,Queue_1,2021-01-02T00:15:46Z,2021-01-02T01:28:25Z,1304.032974834117,staff_h,true
Work_Item_137,Queue_1,2021-01-02T00:15:46Z,2021-01-02T01:28:25Z,1086.5182846751136,staff_g,true
Work_Item_138,Queue_1,2021-01-02T00:15:46Z,2021-01-02T01:28:25Z,2135.2440441262447,staff_a,true
Work_Item_139,Queue_1,2021-01-02T00:15:46Z,2021-01-02T01:46:32Z,1248.3442110074166,staff_g,true
Work_Item_140,Queue_1,2021-01-02T00:15:46Z,2021-01-02T01:46:32Z,1506.3802626580093,staff_b,true
Work_Item_141,Queue_1,2021-01-02T00:15:46Z,2021-01-02T01:46:32Z,1235.8309289255947,staff_h,true
Work_Item_142,Queue_1,2021-01-02T00:15:46Z,2021-01-02T01:46:32Z,1854.8419737938991,staff_a,true
Work_Item_143,Queue_1,2021-01-02T00:15:46Z,2021-01-02T02:07:08Z,1686.4121164540675,staff_a,true
Work_Item_144,Queue_1,2021-01-02T00:15:46Z,2021-01-02T02:07:08Z,2027.6532513555048,staff_b,true
Work_Item_145,Queue_1,2021-01-02T00:15:46Z,2021-01-02T02:07:08Z,1169.9777337508192,staff_h,true
Work_Item_146,Queue_1,2021-01-02T00:15:46Z,2021-01-02T02:07:08Z,1017.3544043647687,staff_g,true
Work_Item_147,Queue_1,2021-01-02T00:15:46Z,2021-01-02T02:24:05Z,1222.8332926292564,staff_g,true
Work_Item_148,Queue_1,2021-01-02T00:15:46Z,2021-01-02T02:24:05Z,1871.9241398590336,staff_b,true
Work_Item_149,Queue_1,2021-01-02T00:15:46Z,2021-01-02T02:24:05Z,1307.185768997432,staff_h,true
Work_Item_150,Queue_1,2021-01-02T00:15:46Z,2021-01-02T02:24:05Z,1952.801227837325,staff_a,true
Work_Item_151,Queue_1,2021-01-02T00:15:46Z,2021-01-02T02:44:28Z,1745.816147949686,staff_a,true
Work_Item_152,Queue_1,2021-01-02T00:15:46Z,2021-01-02T02:44:28Z,2009.378032685474,staff_b,true
Work_Item_153,Queue_1,2021-01-02T00:15:46Z,2021-01-02T02:44:28Z,1155.401787492903,staff_h,true
Work_Item_154,Queue_1,2021-01-02T00:15:46Z,2021-01-02T02:44:28Z,1134.9037871401492,staff_g,true
Work_Item_155,Queue_1,2021-01-02T00:15:46Z,2021-01-02T03:03:23Z,1372.9594889064783,staff_h,true
Work_Item_156,Queue_1,2021-01-02T00:15:46Z,2021-01-02T03:03:23Z,2160.576750452408,staff_a,true
Work_Item_157,Queue_1,2021-01-02T00:15:46Z,2021-01-02T03:03:23Z,1677.464654521367,staff_b,true
Work_Item_158,Queue_1,2021-01-02T00:15:46Z,2021-01-02T03:03:23Z,1213.1909946304663,staff_g,true
Work_Item_159,Queue_1,2021-01-02T00:15:46Z,2021-01-02T03:23:36Z,1038.1818414058214,staff_h,true
Work_Item_160,Queue_1,2021-01-02T00:15:46Z,2021-01-02T03:23:36Z,1478.7868179004024,staff_b,true
Work_Item_161,Queue_1,2021-01-02T00:15:46Z,2021-01-02T03:23:36Z,1764.8502569689558,staff_a,true
Work_Item_162,Queue_1,2021-01-02T00:15:46Z,2021-01-02T03:23:36Z,1224.605114721476,staff_g,true
Work_Item_163,Queue_1,2021-01-02T00:15:46Z,2021-01-02T03:40:54Z,992.5222283580159,staff_h,true
Work_Item_164,Queue_1,2021-01-02T00:15:46Z,2021-01-02T03:40:54Z,1117.377021959805,staff_g,true
Work_Item_165,Queue_1,2021-01-02T00:15:46Z,2021-01-02T03:40:54Z,1603.580082264382,staff_a,true
Work_Item_166,Queue_1,2021-01-02T00:15:46Z,2021-01-02T03:40:54Z,1872.21564166131,staff_b,true
Work_Item_167,Queue_1,2021-01-02T00:15:46Z,2021-01-02T03:57:27Z,1778.2004803826362,staff_a,true
Work_Item_168,Queue_1,2021-01-02T00:15:46Z,2021-01-02T03:57:27Z,1203.168049616141,staff_h,true
Work_Item_169,Queue_1,2021-01-02T00:15:46Z,2021-01-02T03:57:27Z,1188.288056633381,staff_g,true
Work_Item_170,Queue_1,2021-01-02T00:15:46Z,2021-01-02T03:57:27Z,1668.7819728019426,staff_b,true
Work_Item_171,Queue_1,2021-01-02T00:15:46Z,2021-01-02T04:17:15Z,873.2618483334886,staff_h,true
Work_Item_172,Queue_1,2021-01-02T00:15:46Z,2021-01-02T04:17:15Z,1231.2525338921282,staff_g,true
Work_Item_173,Queue_1,2021-01-02T00:15:46Z,2021-01-02T04:17:15Z,1975.5556152009765,staff_a,true
Work_Item_174,Queue_1,2021-01-02T00:15:46Z,2021-01-02T04:17:15Z,2059.831980398414,staff_b,true
Work_Item_175,Queue_1,2021-01-02T00:15:46Z,2021-01-02T04:31:48Z,1950.6444742937374,staff_b,true
Work_Item_176,Queue_1,2021-01-02T00:15:46Z,2021-01-02T04:31:48Z,1442.8394791043372,staff_g,true
Work_Item_177,Queue_1,2021-01-02T00:15:46Z,2021-01-02T04:31:48Z,1329.7307267845088,staff_h,true
Work_Item_178,Queue_1,2021-01-02T00:15:46Z,2021-01-02T04:31:48Z,1519.678453347519,staff_a,true
Work_Item_179,Queue_1,2021-01-02T00:15:46Z,2021-01-02T04:53:58Z,1166.3029554572438,staff_g,true
Work_Item_180,Queue_1,2021-01-02T00:15:46Z,2021-01-02T04:53:58Z,1988.7800813078784,staff_b,true
Work_Item_181,Queue_1,2021-01-02T00:15:46Z,2021-01-02T04:53:58Z,1198.381007558769,staff_h,true
Work_Item_182,Queue_1,2021-01-02T00:15:46Z,2021-01-02T04:53:58Z,1686.7558697423253,staff_a,true
Work_Item_183,Queue_1,2021-01-02T00:15:46Z,2021-01-02T05:13:24Z,1809.8445316817936,staff_a,true
Work_Item_184,Queue_1,2021-01-02T00:15:46Z,2021-01-02T05:13:24Z,1973.4444488995705,staff_b,true
Work_Item_185,Queue_1,2021-01-02T00:15:46Z,2021-01-02T05:13:24Z,993.6495473403952,staff_h,true
Work_Item_186,Queue_1,2021-01-02T00:15:46Z,2021-01-02T05:13:24Z,1388.4255466930326,staff_g,true
Work_Item_187,Queue_1,2021-01-02T00:15:46Z,2021-01-02T05:29:58Z,1348.5959113898577,staff_g,true
Work_Item_188,Queue_1,2021-01-02T00:15:46Z,2021-01-02T05:29:58Z,2074.2497814398257,staff_b,true
Work_Item_189,Queue_1,2021-01-02T00:15:46Z,2021-01-02T05:29:58Z,1591.1138223878215,staff_a,true
Work_Item_190,Queue_1,2021-01-02T00:15:46Z,2021-01-02T05:29:58Z,989.3140133510053,staff_h,true
Work_Item_191,Queue_1,2021-01-02T00:15:46Z,2021-01-02T05:46:27Z,1680.2556773797035,staff_a,true
Work_Item_192,Queue_1,2021-01-02T00:15:46Z,2021-01-02T05:46:27Z,1175.7785580022035,staff_g,true
Work_Item_193,Queue_1,2021-01-02T00:15:46Z,2021-01-02T05:46:27Z,1812.6138694542817,staff_b,true
Work_Item_194,Queue_1,2021-01-02T00:15:46Z,2021-01-02T05:46:27Z,1231.5988577852893,staff_h,true
Work_Item_195,Queue_1,2021-01-02T00:15:46Z,2021-01-02T06:06:03Z,1268.931269851012,staff_h,true
Work_Item_196,Queue_1,2021-01-02T00:15:46Z,2021-01-02T06:06:03Z,1674.6826667885325,staff_a,true
Work_Item_197,Queue_1,2021-01-02T00:15:46Z,2021-01-02T06:06:03Z,1763.5189508963651,staff_b,true
Work_Item_198,Queue_1,2021-01-02T00:15:46Z,2021-01-02T06:06:03Z,1223.3267555511952,staff_g,true
Work_Item_199,Queue_1,2021-01-02T00:15:46Z,2021-01-02T06:26:26Z,2081.4471143685373,staff_a,true
Work_Item_200,Queue_1,2021-01-02T00:15:46Z,2021-01-02T06:26:26Z,1044.3350610710756,staff_h,true
Work_Item_201,Queue_1,2021-01-02T00:15:46Z,2021-01-02T06:26:26Z,1757.741895421118,staff_b,true
Work_Item_202,Queue_1,2021-01-02T00:15:46Z,2021-01-02T06:26:26Z,1081.6824584813648,staff_g,true
Work_Item_203,Queue_1,2021-01-02T00:15:46Z,2021-01-02T06:43:50Z,1333.4031032532503,staff_h,true
Work_Item_204,Queue_1,2021-01-02T00:15:46Z,2021-01-02T06:43:50Z,1273.6676081234104,staff_a,true
Work_Item_205,Queue_1,2021-01-02T00:15:46Z,2021-01-02T06:43:50Z,1235.285224721122,staff_g,true
Work_Item_206,Queue_1,2021-01-02T00:15:46Z,2021-01-02T06:43:50Z,1617.2570727900563,staff_b,true
Work_Item_207,Queue_1,2021-01-02T00:15:46Z,2021-01-02T07:04:25Z,957.1655115998221,staff_h,true
Work_Item_208,Queue_1,2021-01-02T00:15:46Z,2021-01-02T07:04:25Z,1934.4717145218247,staff_a,true
Work_Item_209,Queue_1,2021-01-02T00:15:46Z,2021-01-02T07:04:25Z,2211.30152656691,staff_b,true
Work_Item_210,Queue_1,2021-01-02T00:15:46Z,2021-01-02T07:04:25Z,1201.6058135241685,staff_g,true
Work_Item_211,Queue_1,2021-01-02T00:15:46Z,2021-01-02T07:20:22Z,2173.2130995075263,staff_a,true
Work_Item_212,Queue_1,2021-01-02T00:15:46Z,2021-01-02T07:20:22Z,1536.8286005087266,staff_b,true
Work_Item_213,Queue_1,2021-01-02T00:15:46Z,2021-01-02T07:20:22Z,1153.7153187841147,staff_h,true
Work_Item_214,Queue_1,2021-01-02T00:15:46Z,2021-01-02T07:20:22Z,1484.7151892919676,staff_g,true
Work_Item_215,Queue_1,2021-01-02T00:15:46Z,2021-01-02T07:39:36Z,980.055853997036,staff_g,true
Work_Item_216,Queue_1,2021-01-02T00:15:46Z,2021-01-02T07:39:36Z,1882.464108506951,staff_b,true
Work_Item_217,Queue_1,2021-01-02T00:15:46Z,2021-01-02T07:39:36Z,1338.456111648329,staff_h,true
Work_Item_218,Queue_1,2021-01-02T00:15:46Z,2021-01-02T07:39:36Z,1767.7911567410467,staff_a,true
Work_Item_219,Queue_1,2021-01-02T00:15:46Z,2021-01-02T07:55:56Z,1832.8032617216695,staff_a,true
Work_Item_220,Queue_1,2021-01-02T00:15:46Z,2021-01-02T07:55:56Z,1194.483590875884,staff_g,true
Work_Item_221,Queue_1,2021-01-02T00:15:46Z,2021-01-02T07:55:56Z,1829.5633833052837,staff_b,true
Work_Item_222,Queue_1,2021-01-02T00:15:46Z,2021-01-02T07:55:56Z,1347.0704756159807,staff_h,true
Work_Item_223,Queue_1,2021-01-02T00:15:46Z,2021-01-02T08:15:50Z,1020.7389461109567,staff_g,true
Work_Item_224,Queue_1,2021-01-02T00:15:46Z,2021-01-02T08:15:50Z,1383.3674690324876,staff_h,true
Work_Item_225,Queue_1,2021-01-02T00:15:46Z,2021-01-02T08:15:50Z,1422.0854961742168,staff_b,true
Work_Item_226,Queue_1,2021-01-02T00:15:46Z,2021-01-02T08:15:50Z,1766.8553639105219,staff_a,true
Work_Item_227,Queue_1,2021-01-02T00:15:46Z,2021-01-02T08:32:51Z,1350.0467736772932,staff_g,true
Work_Item_228,Queue_1,2021-01-02T00:15:46Z,2021-01-02T08:32:51Z,1665.6700329748428,staff_b,true
Work_Item_229,Queue_1,2021-01-02T00:15:46Z,2021-01-02T08:32:51Z,2026.4668109489273,staff_a,true
Work_Item_230,Queue_1,2021-01-02T00:15:46Z,2021-01-02T08:32:51Z,1023.3411770175101,staff_h,true
Work_Item_231,Queue_1,2021-01-02T00:15:46Z,2021-01-02T08:49:54Z,1117.5777448983401,staff_h,true
Work_Item_232,Queue_1,2021-01-02T00:15:46Z,2021-01-02T08:49:54Z,1003.9168794353861,staff_g,true
Work_Item_233,Queue_1,2021-01-02T00:15:46Z,2021-01-02T08:49:54Z,1682.9581685377607,staff_b,true
